FirFlrSF,SecFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1632,0,4,3,0,1,1632,576,1,1979,1632,2,25000,100,0,0,4,5,1632,1967,1967,143000
1630,0,3,1,0,0,1630,451,1,2000,1630,3,9750,75,171,234,5,7,1630,2000,2001,213000
1013,0,2,1,0,1,1013,0,0,0,1526,1,8470,105,0,0,2,3,1013,1915,1982,85000
1040,0,2,0,0,0,0,420,1,1979,1040,2,7200,60,0,0,5,4,0,1949,1950,90000
841,806,4,1,0,1,806,216,1,1979,1647,1,6858,66,0,66,4,6,806,1915,1950,128000
1328,653,4,1,622,3,500,576,1,1979,1981,3,7804,65,0,44,3,4,1122,1928,1950,135000
1644,0,3,1,1285,6,131,418,3,1979,1644,2,9600,80,238,0,5,6,1416,1953,1953,167000
1482,1092,3,1,0,1,1482,868,3,2007,2574,4,9588,69,270,148,5,8,1482,2007,2007,276000
1060,764,3,1,0,1,764,520,1,1979,1824,2,13515,60,0,0,6,6,764,1919,1950,180500
1350,0,3,4,624,6,288,520,2,1979,1350,2,9020,82,259,0,5,6,1248,1964,1964,168500
958,0,2,1,958,2,0,440,2,1979,958,2,4928,70,0,60,6,6,958,1976,1976,143750
1053,795,4,1,0,1,833,370,1,1979,1848,3,13053,64,0,0,7,6,833,1923,2000,207000
1620,0,3,1,1116,3,165,490,1,1979,1620,2,9991,70,0,78,4,4,1281,1976,1993,150000
1167,0,3,1,560,6,598,400,2,1979,1167,3,9248,70,106,26,6,6,1158,1992,1992,173000
798,0,3,1,94,2,641,220,1,1979,1487,2,8741,52,0,140,4,6,735,1945,1950,113000
892,0,3,1,432,3,460,288,2,1979,892,2,7150,65,60,0,5,5,892,1967,1967,100000
804,0,3,1,510,3,278,240,1,1979,804,3,7200,60,294,0,7,5,788,1940,1992,119000
1140,0,3,1,0,1,1140,0,0,0,1140,2,17217,90,0,56,5,5,1140,2006,2006,84500
983,813,4,1,400,3,380,483,2,1979,1796,2,7056,71,415,50,5,6,780,1963,1963,140000
1118,912,4,1,156,2,692,551,3,1979,2030,3,12046,70,298,224,6,6,848,1976,1976,195000
1026,981,3,3,765,6,252,812,0,2008,2007,4,11003,85,160,52,5,10,1017,2008,2008,310000
691,0,2,1,0,1,691,216,1,1979,691,4,5400,60,0,20,6,5,691,1920,1950,86000
786,0,3,1,0,1,768,676,2,2008,1590,3,9000,75,0,30,5,8,768,2008,2008,210000
1216,639,4,1,444,4,550,325,1,1979,1855,2,9525,75,0,0,4,6,994,1954,1972,136900
1028,776,3,1,0,1,994,442,3,1999,1804,3,7500,60,0,60,5,7,994,1999,1999,189000
884,884,3,1,550,6,334,543,0,2003,1768,3,8158,65,252,63,5,7,884,2003,2003,224900
1831,1796,4,4,1387,6,543,807,3,1979,3627,3,35760,118,1378,76,5,10,1930,1995,1996,625000
1298,0,3,1,1258,6,40,403,0,1979,1298,3,11200,70,85,26,5,6,1298,1985,1985,180000
1801,0,1,1,1247,5,254,484,3,1979,1801,2,15602,100,0,54,8,7,1501,1959,1997,289000
630,0,1,3,553,6,77,0,0,0,630,4,1533,21,0,0,7,5,630,1970,1970,92000
1103,0,2,1,397,3,706,440,0,1979,1103,3,6000,50,0,120,6,6,1103,1925,1980,110500
859,319,2,2,0,1,859,384,2,1979,1178,2,8712,66,0,0,7,4,859,1900,1950,102776
1196,0,2,1,197,2,999,440,1,1979,1196,2,4800,40,0,0,7,4,1196,1916,1990,109900
1372,0,3,1,0,1,1372,529,3,2007,1372,3,8640,72,0,140,5,7,1372,2007,2008,250580
1431,0,3,4,371,6,728,296,2,1979,1431,2,9150,101,305,110,5,6,1099,1962,1962,165000
1422,0,3,3,0,1,1422,626,2,2004,1422,3,8500,63,106,60,5,7,1422,2004,2004,179600
1079,874,3,3,985,6,595,501,3,1979,1953,3,53107,70,0,231,5,6,1580,1992,1992,240000
1121,0,2,1,0,1,1121,440,2,2003,1121,2,8546,80,0,64,5,4,1121,2003,2004,140000
1143,1330,4,3,0,1,1143,852,0,2004,2473,3,9591,76,344,151,5,8,1143,2004,2005,317000
1057,0,3,1,417,4,640,576,3,1979,1057,2,7420,70,0,0,5,5,1057,1962,1962,132000
1110,0,3,3,1097,6,0,602,3,1979,1110,3,9101,70,104,30,6,5,1097,1978,1978,165500
1164,1106,4,1,524,6,628,671,3,1999,2270,3,11764,92,348,57,7,8,1152,1999,2007,290000
2018,0,3,4,0,1,2002,746,3,2008,2018,4,13214,89,0,76,5,9,2002,2008,2009,378500
672,714,3,2,438,4,234,440,3,1979,1386,2,11616,70,328,0,5,6,672,1978,1978,158900
1082,871,3,2,0,1,1082,1043,2,2005,1953,3,10574,85,0,50,5,8,1082,2005,2006,252000
1337,0,2,1,733,6,604,462,2,1979,1337,3,5395,41,0,0,5,8,1337,1993,1993,180000
997,1288,4,1,0,1,969,648,3,2000,2285,3,11000,70,72,56,5,8,969,2000,2000,248000
1718,0,3,4,1288,6,417,826,2,2007,1718,3,10637,79,336,44,5,8,1705,2007,2008,297000
1086,0,3,3,516,5,380,484,2,1979,1086,2,13400,85,1047,0,5,5,1024,1966,1966,159950
1555,0,2,1,0,1,1373,660,3,2007,1555,3,3684,53,130,20,5,7,1373,2007,2007,174000
1902,0,3,3,1406,6,496,567,3,1979,1902,4,17500,100,0,207,8,7,1902,1959,2002,335000
1298,1216,4,1,1216,2,0,693,3,1979,2514,2,11170,70,0,0,5,7,1216,1990,1991,250000
1224,0,2,3,1086,6,0,528,1,1979,1224,2,7018,64,275,0,5,5,1086,1979,1979,153337
1054,0,3,1,602,5,14,460,1,1979,1054,2,9750,65,0,0,8,6,1054,1969,1969,151000
1276,1336,4,1,854,6,371,676,3,1998,2612,3,12203,98,975,0,5,8,1225,1998,1999,336000
902,0,3,1,599,6,277,288,1,1979,902,2,6173,70,75,0,6,5,876,1967,1967,125500
1153,0,4,1,692,6,153,484,2,1979,2353,4,13005,94,278,195,7,7,845,1980,1980,260000
689,703,3,1,378,6,311,299,3,1979,1392,2,10900,70,153,36,7,6,689,1977,1977,161750
1155,0,3,3,899,5,210,576,1,1979,1155,3,11782,88,0,0,7,5,1109,1961,1995,148000
1136,768,3,1,180,4,676,240,1,1979,1904,2,7200,60,0,0,4,5,1208,1950,1982,138000
950,208,3,1,0,1,862,208,2,1979,1158,2,6000,50,0,0,7,6,862,1929,1950,120000
751,611,3,2,0,1,611,502,3,1979,1362,2,6155,60,0,0,8,6,611,1920,1999,128000
1005,1286,4,1,0,1,975,429,3,1999,2291,3,8738,66,302,0,5,7,975,1999,1999,230000
649,668,3,1,0,1,649,250,1,1979,1317,2,8500,50,0,54,4,4,649,1920,1950,40000
1734,0,3,1,1004,6,730,928,0,2007,1734,4,12085,93,328,0,5,8,1734,2007,2007,318000
1194,0,3,1,0,1,1194,312,2,1979,1194,2,8760,73,220,0,6,6,1194,1959,1959,148000
876,540,4,2,0,1,876,720,1,1979,1416,2,12665,100,0,0,8,5,876,1915,1950,153900
1383,0,3,2,1064,3,319,354,0,1979,1383,2,13284,70,0,116,5,5,1383,1954,1954,165000
1001,1001,3,1,284,3,717,871,1,1979,2002,2,6270,82,0,0,6,5,1001,1949,1950,145000
1496,0,3,3,0,1,1496,474,0,2007,1496,3,9158,76,140,130,5,8,1496,2007,2007,225000
984,620,3,1,408,0,156,660,1,1979,1604,2,10998,60,0,68,5,5,984,1941,1960,117000
764,0,2,1,0,1,680,504,1,1979,764,2,5232,30,0,0,5,5,680,1925,2004,73000
977,755,3,1,0,0,741,476,3,1979,1732,3,9206,77,336,46,5,6,741,1985,1985,178000
1494,0,3,3,0,1,1494,840,2,2006,1494,3,10652,91,306,33,5,7,1494,2006,2007,279500
986,0,2,1,0,1,960,180,1,1979,986,2,6180,60,0,128,5,6,960,1926,1950,102000
1145,0,2,1,16,6,1129,397,3,2005,1145,3,3182,43,11,16,5,7,1145,2005,2006,160200
742,742,3,1,0,1,742,0,0,0,1484,2,6300,35,0,291,6,6,742,1914,2001,128000
1344,0,3,1,111,6,354,525,2,1979,1344,3,14375,70,541,118,6,6,819,1958,1958,137500
958,581,3,1,0,1,650,686,1,1979,1539,3,10440,60,0,78,8,5,650,1904,2002,157500
1134,1370,4,1,0,1,1122,656,3,2005,2504,4,11198,77,245,39,5,9,1122,2005,2007,325000
747,0,1,2,0,1,600,528,1,1979,747,2,5825,52,108,0,5,4,600,1926,1953,79900
1108,989,3,3,975,6,133,583,2,1998,2097,3,9750,75,0,170,6,7,1108,1998,1998,274300
3138,1538,3,4,2260,6,878,884,3,2007,4676,4,40094,130,762,406,5,10,3138,2007,2008,184750
786,390,2,1,0,1,698,624,1,1979,1176,2,6000,50,0,0,9,6,698,1937,2000,134900
720,0,2,1,495,4,225,0,0,0,720,2,7879,60,0,523,5,4,720,1920,1950,34900
1580,0,3,1,0,1,1580,830,2,2007,1580,3,11932,92,186,24,5,8,1580,2007,2008,235128
1440,0,4,4,1440,0,0,0,0,0,1440,2,7711,42,0,0,3,4,1440,1977,1977,150000
738,0,3,1,193,6,545,540,3,2005,1476,3,8633,64,0,35,5,6,738,2005,2005,173500
1500,0,3,3,20,6,1480,570,2,2004,1500,3,8487,63,210,36,5,7,1500,2004,2004,190000
884,464,3,1,0,0,884,216,1,1979,1348,2,6000,50,0,0,8,5,884,1925,1997,117000
1200,0,1,2,661,6,203,884,1,1979,1200,3,9230,71,166,64,8,5,864,1965,1998,146000
1394,0,3,1,609,3,785,514,2,1979,1394,2,9500,70,247,76,5,6,1394,1963,1963,159000
800,832,4,1,400,6,336,484,1,1979,1632,3,9130,70,252,40,8,6,800,1966,2000,173000
912,0,3,1,842,5,70,336,1,1979,912,2,8521,70,0,0,5,5,912,1967,1967,125000
1370,1254,4,1,1128,3,242,864,1,1979,2624,2,22420,86,0,0,6,6,1370,1918,1950,239000
1696,0,3,1,0,1,1140,349,0,1979,1696,2,13673,40,0,30,5,5,1140,1962,1962,143900
682,548,2,1,0,1,440,440,1,1979,1230,2,10440,60,0,0,6,5,440,1910,1981,110000
1549,1178,3,1,297,4,556,440,1,1979,2727,3,10570,70,0,74,8,8,853,1932,1994,315000
728,728,3,1,0,1,728,429,2,2006,1456,2,15578,105,0,0,5,6,728,2006,2006,172785
864,0,3,1,375,0,250,660,1,1979,864,3,6960,60,0,0,6,4,864,1970,1970,120500
970,739,3,1,0,1,970,380,1,2004,1709,3,2522,24,50,40,5,6,970,2004,2006,130000
810,855,3,1,643,6,167,528,3,2001,1665,3,8400,70,0,45,6,8,810,2001,2001,227000
1372,1274,3,4,987,6,360,656,2,1979,2646,3,9900,90,256,60,5,7,1347,1993,1993,260000
798,0,3,1,0,1,798,595,2,2003,1640,3,7226,72,0,45,5,7,798,2003,2003,183000
1014,685,3,2,440,3,538,420,1,1979,1699,2,10615,107,0,74,5,3,978,1900,1970,95000
1663,0,2,4,1116,3,248,529,0,1979,1663,3,53227,70,0,137,6,4,1364,1954,1994,256000
1728,0,6,1,1332,4,396,504,1,1979,1728,2,9100,70,336,0,5,5,1728,1963,1963,125000
1055,790,3,1,0,1,1055,462,2,1979,1845,3,11218,70,0,104,5,6,1055,1992,1992,189000
1020,831,3,4,536,3,169,440,2,1979,1851,3,9760,80,340,42,8,6,822,1964,1993,187000
1489,0,3,1,0,1,1489,776,2,2006,1489,3,11216,81,0,140,5,8,1489,2006,2006,232600
864,0,2,1,612,4,252,300,1,1979,864,2,9100,70,0,0,6,6,864,1959,1959,127500
1256,0,3,1,830,3,136,276,3,1979,1256,2,9937,75,0,68,6,5,1256,1965,1965,147500
816,0,2,1,816,0,0,816,3,1979,816,2,6600,60,0,0,8,5,816,1982,2003,138000
902,918,4,4,454,5,410,492,1,1979,1820,3,13700,70,288,84,6,7,864,1965,1988,201800
912,1215,4,2,48,3,422,833,2,1979,2127,3,13125,103,0,192,5,7,1104,1991,1991,238000
1065,0,3,1,0,1,1065,461,1,1979,1065,2,8892,80,66,0,5,5,1065,1960,1960,126500
1200,0,4,1,0,1,1200,312,1,1979,1200,2,11340,84,0,0,5,6,1200,1923,1950,125000
1208,0,2,3,686,6,501,632,2,2006,1208,3,6762,64,24,61,5,7,1187,2006,2006,206000
1133,1349,4,4,0,1,1094,642,3,2005,2482,3,12665,88,245,39,5,8,1094,2005,2006,281213
1720,0,3,1,919,6,801,527,3,1996,1720,3,10593,59,338,56,5,7,1720,1996,1996,260400
840,0,3,1,116,2,556,0,0,0,840,2,4388,55,0,0,7,5,672,1930,1950,87000
1294,0,3,1,1200,6,78,496,0,1979,1294,3,7153,70,88,51,5,6,1278,1991,1991,179200
1090,0,2,1,980,5,110,450,3,2005,1090,2,7024,60,0,49,5,5,1090,2005,2006,157000
1165,0,4,1,0,1,1141,420,3,1998,2263,3,12090,93,650,123,5,8,1141,1998,1998,258000
969,0,3,3,716,3,253,440,1,1979,969,2,10356,120,0,0,6,5,969,1975,1975,122000
894,0,2,1,0,1,894,1248,2,1979,894,2,18000,120,0,20,4,3,894,1935,1950,81000
1028,0,2,1,0,1,1008,360,1,1979,1028,2,8960,56,0,0,6,5,1008,1927,1950,115000
979,979,4,1,484,4,495,492,1,1979,1958,2,7136,82,423,0,6,6,979,1946,1950,145000
1795,0,2,3,0,1,1795,895,2,2006,1795,3,9986,75,428,49,5,8,1795,2006,2007,147000
1940,0,3,3,1646,6,284,606,3,2009,1940,4,10159,83,450,95,5,9,1930,2009,2010,395192
1178,0,3,1,1084,3,92,439,1,1979,1178,3,10000,80,0,0,6,5,1176,1973,2000,157000
810,672,3,1,156,3,516,400,1,1979,1482,1,12155,70,0,0,8,6,672,1925,1950,140000
1428,0,3,1,0,0,1417,554,2,2008,1428,4,12274,91,256,60,5,7,1417,2008,2008,227680
864,0,3,3,460,3,404,338,1,1979,864,2,15523,36,0,0,6,5,864,1972,1972,133500
616,495,3,2,236,2,0,200,1,1979,1111,2,9084,60,0,0,6,5,616,1941,1950,95000
680,790,3,1,310,0,370,420,3,1979,1470,2,9765,70,68,63,8,6,680,1993,1993,185000
1116,0,3,1,0,1,1116,440,1,1979,1116,2,10000,87,261,0,6,6,1116,1962,1962,160000
864,0,2,1,414,0,450,288,1,1979,864,3,7332,60,207,0,6,6,864,1959,1959,120000
1297,0,3,1,1213,4,84,498,3,1979,1297,2,8532,74,650,0,6,5,1297,1954,1990,153000
1113,0,3,1,607,5,506,264,1,1979,1113,3,9600,80,0,80,7,5,1113,1950,2007,147000
1501,0,3,4,679,6,811,577,2,1999,1501,3,10335,78,183,29,5,7,1490,1999,1999,204000
764,783,3,2,24,6,732,614,1,2009,1547,3,8640,72,0,45,5,7,756,2009,2009,215200
991,956,3,1,222,6,769,678,2,2004,1947,3,12552,100,0,136,5,7,991,2004,2005,254900
1717,0,3,3,0,1,1709,908,2,2006,1717,3,11146,87,250,39,5,8,1709,2006,2006,255500
1052,0,3,3,504,0,506,440,1,1979,1052,2,8816,80,80,0,7,6,1010,1971,1971,155000
1127,886,3,3,862,0,255,455,1,1996,2013,2,9920,92,0,130,5,7,1117,1996,1997,269790
1266,0,2,3,0,1,1266,388,3,2007,1266,3,3182,43,16,16,5,7,1266,2007,2007,159895
1992,876,4,3,240,6,1752,716,3,2005,2868,4,16056,85,208,108,5,9,1992,2005,2006,556581
980,1276,4,1,300,6,652,554,3,2000,2256,3,8795,70,0,54,5,7,952,2000,2000,236000
1414,0,3,3,24,6,1390,494,2,2004,1414,3,8773,65,98,105,5,7,1414,2004,2004,185500
936,785,3,1,814,6,114,471,0,1979,1721,3,8462,70,105,87,5,6,928,1994,1994,201000
811,741,3,1,550,5,163,434,2,1979,1552,2,11475,85,0,208,6,6,713,1975,1975,179900
698,430,2,1,0,1,698,528,2,1979,1128,2,7500,60,0,0,4,4,698,1920,1950,68400
1118,0,3,3,522,5,574,358,3,1979,1118,2,9880,76,0,0,6,6,1096,1977,1977,171000
1728,0,4,4,936,4,396,574,1,1979,1728,2,12640,55,0,0,5,6,1728,1976,1976,150900
1686,762,4,1,1361,6,88,711,2,1979,2448,3,46589,52,528,76,7,8,1629,1994,2005,402000
1473,0,1,4,1324,6,113,452,1,1979,1473,4,25095,65,0,48,8,5,1437,1968,2003,143000
1187,530,3,2,902,2,254,400,2,1979,1717,3,13758,44,117,36,5,7,1156,1990,1991,187500
1166,0,2,4,655,6,201,400,3,2005,1166,3,9587,59,182,0,5,7,856,2005,2005,190000
1370,0,2,2,24,6,1346,484,2,2006,1370,3,6442,44,178,49,5,8,1370,2006,2006,202500
1724,0,3,3,528,5,1152,480,2,1979,1724,2,17871,70,359,0,5,6,1680,1967,1976,197900
970,739,3,1,0,1,970,380,1,2004,1709,3,2522,24,50,40,5,7,970,2004,2004,130000
483,0,2,1,358,5,125,264,1,1979,987,2,1680,21,604,0,3,6,483,1971,1971,89500
901,901,4,1,352,2,441,216,1,1979,1802,2,7588,54,0,0,6,7,793,1920,1950,200100
1170,1175,4,1,503,4,449,360,1,1979,2345,2,16560,80,0,0,8,6,952,1932,1950,239000
1068,0,3,1,663,6,396,264,2,1979,1068,2,8414,70,0,0,8,6,1059,1963,2003,154500
1617,0,2,1,165,2,598,533,0,1979,1617,3,8012,50,0,69,5,6,1604,1993,1994,193000
1244,0,3,1,777,4,467,336,1,1979,1244,2,11988,90,0,40,6,6,1244,1957,1957,150000
1180,0,2,1,0,1,700,252,1,1979,1180,1,11600,80,0,0,5,4,700,1922,1950,137500
520,623,2,1,0,1,600,480,2,2005,1223,3,2544,24,0,166,5,7,600,2005,2005,147400
1686,0,3,1,625,3,0,612,1,1979,1686,2,10240,79,157,131,6,6,1686,1980,1980,207500
1646,0,3,4,1513,6,125,800,2,2007,1646,3,9520,71,338,44,5,8,1638,2007,2008,293077
1144,0,3,1,594,3,270,264,2,1979,1144,2,10000,80,0,0,6,5,864,1961,1983,131400
939,858,3,3,0,1,939,639,0,2006,1797,3,9245,79,0,53,5,7,939,2006,2006,213500
1224,0,2,0,0,0,0,462,1,1979,1224,2,9842,70,0,0,5,4,0,1962,1962,101800
992,873,3,1,735,6,257,839,0,2000,1865,3,10316,70,0,184,5,7,992,2000,2000,235000
1056,0,3,1,846,4,210,308,2,1979,1056,2,8176,70,0,0,6,5,1056,1958,1992,139000
1966,1174,4,1,0,1,1926,820,3,2008,3140,4,13518,104,860,78,5,9,1926,2008,2009,485000
1212,0,3,3,506,5,0,492,1,1979,1212,2,8471,88,46,12,7,6,506,1977,1995,151000
1694,0,3,3,1369,6,317,636,2,2004,1694,3,10084,75,186,57,5,8,1686,2004,2005,307000
802,709,3,3,714,6,88,413,3,1997,1511,2,11207,70,0,75,5,6,802,1997,1997,185000
1057,0,3,1,731,6,326,246,1,1979,1057,3,7922,68,0,52,7,5,1057,1953,2007,109000
1246,1044,4,1,0,1,777,560,1,1979,2290,2,11340,60,0,0,6,4,777,1885,1950,122500
1377,806,4,1,1002,6,0,786,1,1979,2183,3,13837,70,178,0,5,7,1204,1988,1988,229000
1699,1523,5,2,1470,6,203,594,1,1979,3222,3,12376,90,0,0,5,7,1673,1990,1990,320000
909,807,2,1,0,1,880,512,2,1996,1716,3,8750,70,0,120,5,7,880,1996,1996,191000
1342,0,3,1,251,4,491,457,1,1979,1342,2,9790,70,0,0,5,6,1372,1967,1967,161500
1504,0,2,1,16,6,1330,437,3,2005,1504,3,3182,43,14,20,5,7,1346,2005,2006,191000
1053,0,3,1,0,1,1053,648,2,2003,1992,3,9375,75,768,45,5,8,1053,2003,2004,250000
624,628,2,1,510,3,90,462,0,1999,1252,3,2160,24,212,48,5,7,600,1999,2000,160000
999,0,3,1,588,5,411,264,1,1979,999,3,7758,70,0,132,7,5,999,1962,2001,132500
741,622,3,1,0,0,622,528,1,1979,1363,2,7740,60,0,0,7,4,622,1910,1950,125500
1165,0,3,4,312,4,276,490,2,1979,1165,2,9020,82,183,129,7,6,1127,1966,1966,174900
1668,0,3,3,1059,6,567,702,0,2002,1668,3,11248,90,215,45,5,9,1626,2002,2002,285000
1158,1218,4,3,0,1,1158,853,2,2005,2376,3,14215,101,380,154,5,8,1158,2005,2006,325300
889,551,3,1,0,1,540,352,1,1979,1440,2,5000,63,0,0,4,5,540,1900,1950,79000
794,676,3,3,182,6,612,388,3,1997,1470,2,13869,70,0,75,6,6,794,1997,1997,177000
1541,0,3,2,1201,0,340,532,0,2005,1541,3,12182,95,226,70,5,7,1541,2005,2005,220000
1440,0,4,1,133,5,1307,0,0,0,1440,1,12108,92,270,0,4,4,1440,1955,1955,118000
1146,0,3,3,786,6,82,438,0,2003,1146,3,9590,73,442,22,5,7,868,2003,2003,187500
1494,0,3,3,437,2,0,481,3,1979,1494,4,9549,30,0,30,5,8,1494,1995,1996,270000
1462,0,4,1,1170,6,292,738,3,2004,2224,4,8834,74,216,0,5,9,1462,2004,2005,350000
820,523,3,1,0,1,731,186,1,1979,1343,2,7681,54,0,0,6,5,731,1921,1950,154900
1210,1242,4,1,281,0,747,683,3,1998,2452,3,16226,66,0,50,5,8,1028,1998,1999,267000
1127,850,4,1,442,4,374,540,2,1979,1977,2,9500,100,272,52,6,6,816,1964,1978,165000
1064,703,2,1,495,6,354,504,2,1979,1767,3,5306,44,0,35,7,7,1064,1987,1987,239000
1324,0,2,1,863,6,461,550,3,2006,1324,3,6240,48,176,38,5,8,1324,2006,2006,254000
912,546,3,1,0,1,912,330,1,1979,1458,2,17503,78,0,0,5,6,912,1948,1950,97500
1314,0,3,1,24,6,1290,440,2,2006,1314,3,9317,78,0,22,5,6,1314,2006,2006,176432
1575,0,3,1,430,6,1145,529,2,1979,1575,3,8012,50,0,0,5,6,1575,1992,1992,179200
1620,0,2,4,1022,6,598,912,3,2007,1620,4,12898,89,70,0,5,9,1620,2007,2008,315500
1104,684,5,3,0,1,1104,304,1,1979,1788,2,11250,70,0,0,5,4,1104,1957,1989,161500
913,0,3,4,187,2,0,240,1,1979,913,2,8400,70,0,0,5,6,814,1966,1966,129000
2073,0,3,1,790,5,589,500,1,1979,2073,2,13175,85,119,0,6,6,1542,1978,1988,210000
764,677,2,1,0,1,776,492,1,1999,1441,3,2645,24,456,0,5,8,776,1999,2000,174000
815,875,3,1,0,1,815,225,0,1979,1690,2,8850,65,0,0,6,7,815,1916,1950,144000
1437,0,3,1,988,4,200,576,1,1979,1437,2,14175,70,0,0,6,5,1188,1956,1987,168000
2156,0,3,1,297,3,1203,508,2,1979,2156,2,20781,70,0,80,7,7,1568,1968,2003,262500
864,0,2,1,468,4,396,0,0,0,864,2,5604,67,0,0,6,5,864,1925,1950,98000
536,576,3,1,129,4,175,336,1,1979,1112,2,2592,36,0,0,3,5,536,1976,1976,85000
1122,1121,4,1,700,5,0,746,2,1979,2243,3,13474,116,246,44,5,7,700,1990,1991,225000
810,518,3,1,0,1,686,210,1,1979,1328,2,9906,57,0,172,4,4,686,1925,1950,107000
968,0,4,1,0,1,656,216,1,1979,968,2,10800,60,0,0,6,4,656,1927,2007,64500
698,698,3,1,0,1,698,384,1,1979,1396,2,8730,60,0,0,7,6,698,1915,2003,153575
1856,0,1,3,1445,6,411,834,3,2010,1856,4,11394,88,350,0,2,9,1856,2010,2010,394432
1610,551,3,1,1288,6,294,789,3,2007,2161,4,10562,86,300,120,5,8,1582,2007,2007,325624
1602,0,3,1,1246,5,356,529,3,1979,1602,3,16635,70,126,0,7,6,1602,1977,2000,215000
630,672,3,1,0,1,630,280,1,1979,1302,2,1680,21,142,0,5,5,630,1971,1971,112000
807,702,3,1,457,6,326,393,3,2002,1509,3,7861,70,0,75,5,6,783,2002,2003,183200
912,0,2,1,737,5,175,352,0,1979,912,2,12968,70,0,0,6,5,912,1962,1962,144000
1004,0,3,1,399,5,605,420,0,1979,1664,2,5000,50,0,24,7,6,1004,1947,1950,159000
1390,304,4,1,423,4,758,576,1,1979,1694,2,8400,60,0,0,5,6,1181,1925,1950,136500
747,0,2,1,0,1,747,220,1,1979,747,2,4608,47,0,0,6,4,747,1945,1950,80000
1040,0,2,0,0,0,0,420,1,1979,1040,2,7200,60,0,29,5,4,0,1950,1950,109900
831,829,3,1,0,1,831,493,2,2002,1660,3,8935,68,95,68,5,7,831,2002,2002,195000
1026,665,3,1,218,2,808,308,1,1979,1691,3,5000,50,0,0,6,5,1026,1924,1950,127000
864,0,3,1,398,5,317,720,2,1979,864,3,7200,60,0,0,8,5,864,1950,2002,129000
752,0,2,1,623,5,0,264,1,1979,752,2,7175,50,0,0,5,6,744,1984,1984,125000
963,829,3,1,361,6,602,564,2,2001,1792,3,12435,80,172,96,5,7,963,2001,2001,231500
764,862,2,1,0,1,764,474,2,2003,1626,3,2628,36,106,27,5,7,764,2003,2003,175500
1484,0,3,3,428,6,1048,472,2,2006,1484,4,9037,64,32,33,5,8,1476,2006,2006,265900
1675,1818,3,1,0,1,1470,870,1,1979,3493,3,18386,87,0,0,9,7,1470,1880,2002,295000
1652,0,2,1,1572,6,80,840,3,2006,1652,4,13173,108,300,102,5,9,1652,2006,2007,325000
1276,0,3,1,0,1,1276,350,1,1979,1276,2,9571,68,0,0,3,5,1276,1958,1958,60000
1112,0,3,1,120,3,736,271,1,1979,1668,2,9600,80,0,0,8,6,856,1950,2005,140000
720,472,4,1,0,1,720,0,0,0,1192,2,10800,60,0,0,4,4,720,1949,1950,135000
884,0,2,3,747,5,0,504,2,1979,884,3,9180,70,0,0,7,5,840,1983,1983,144000
1180,0,3,4,1065,6,92,454,0,1979,2062,2,14364,70,128,55,5,7,1157,1988,1989,277000
827,0,2,0,0,0,0,392,0,1979,827,2,7200,60,0,0,7,5,0,1955,2007,107500
1136,883,3,1,0,1,728,532,1,1979,2019,3,11414,60,0,135,8,7,728,1910,1993,167500
616,688,3,2,0,1,264,336,3,1979,1304,2,2665,70,0,24,6,5,264,1976,1976,115000
684,684,3,1,0,1,684,216,1,1979,1368,2,3600,60,0,158,7,6,684,1910,1993,114504
840,765,3,1,0,1,840,379,1,1979,1605,2,5790,60,0,0,6,3,840,1915,1950,107400
2020,0,3,1,1436,6,570,900,3,2009,2020,4,12220,94,305,54,5,10,2006,2009,2009,402861
625,625,2,1,0,1,625,528,2,2006,1250,3,4251,35,0,54,5,7,625,2006,2007,164700
1624,0,2,1,1456,6,168,757,2,1979,1624,3,12461,89,0,114,5,8,1624,1994,1995,262000
845,0,2,1,565,5,280,360,1,1979,845,2,7599,69,0,0,6,4,845,1982,2006,129500
1389,0,2,3,1071,5,195,418,2,1979,1389,2,10010,77,0,38,5,5,1389,1974,1975,170000
968,0,2,1,0,1,968,480,1,1979,968,2,8520,60,0,0,6,5,968,1923,2006,100000
546,546,3,1,0,1,546,286,1,1979,1092,2,2001,21,80,0,5,4,546,1970,1970,75000
848,0,1,3,685,6,163,420,3,2003,848,3,4435,70,170,0,5,6,848,2003,2004,144000
1269,0,3,1,374,3,363,308,1,1979,1269,2,7931,70,0,0,6,5,1269,1960,1960,155000
1092,0,3,1,170,2,252,288,1,1979,1092,2,11616,70,116,20,5,5,1092,1962,1962,139000
1468,795,3,1,795,5,0,539,3,1979,2263,3,16659,70,34,250,7,7,795,1977,1994,235000
952,0,2,1,228,5,724,283,1,1979,952,2,8475,70,0,0,7,4,952,1956,1956,135750
736,716,2,1,0,1,736,0,0,0,1452,2,4456,33,0,0,5,4,736,1920,2008,113000
1039,0,3,2,841,3,198,504,1,1979,1039,2,11625,75,0,0,4,5,1039,1965,1965,131500
1204,0,2,1,866,6,338,412,0,1998,1204,2,4500,32,320,247,5,6,1204,1998,1998,162000
